NAME	TITLE	SCORE	
AZIN2	NA	1.4517287	
ANAPC11	NA	1.4501065	
SGIP1	NA	1.449905	
LOC100507412	NA	1.446183	
ELMOD2	NA	1.4446281	
SFTPB	NA	1.4435862	
UBE2B	NA	1.4430897	
MIR124-1HG	NA	1.4413011	
TEKT4P2	NA	1.4369135	
AURKA	NA	1.4332333	
NEAT1	NA	1.432807	
CADM1	NA	1.431515	
LINC01003	NA	1.431515	
LOC441666	NA	1.4287393	
ST7L	NA	1.4287393	
CKS2	NA	1.4265081	
NUMB	NA	1.4260939	
SLC35G1	NA	1.4215893	
TTC32	NA	1.4215893	
LOC101928985	NA	1.4206645	
TMEM242	NA	1.4201055	
CD99P1	NA	1.4190205	
IGF1	NA	1.4163301	
PRC1	NA	1.4078002	
DNAJC1	NA	1.4017444	
DEFB4A	NA	1.4006535	
KLHL24	NA	1.3952771	
NDUFS8	NA	1.391529	
DYNLT3	NA	1.3910838	
CEP43	NA	1.3825206	
TAGAP	NA	1.3825206	
ZNF704	NA	1.3815389	
CMBL	NA	1.3785646	
OCIAD1	NA	1.3753939	
CRNDE	NA	1.3728226	
TANK	NA	1.3728226	
RNF207	NA	1.3723186	
MARCKS	NA	1.3721375	
PIMREG	NA	1.3707609	
FAM120A	NA	1.3697517	
PLK4	NA	1.3667426	
LRRC40	NA	1.3667426	
MAD2L2	NA	1.3664691	
ZNF311	NA	1.3664691	
SCAF11	NA	1.3663704	
HECTD4	NA	1.3659319	
TCF12	NA	1.3645806	
RASGRP1	NA	1.3636154	
LINC00537	NA	1.3629001	
CMC4	NA	1.3589762	
POLR2J4	NA	1.3536417	
DDX60L	NA	1.3494233	
BMPR1B	NA	1.349313	
MINDY1	NA	1.3477167	
SORBS1	NA	1.3473417	
PITPNA-AS1	NA	1.3470459	
PRKAR2A	NA	1.3454523	
LINC00470	NA	1.3454523	
RNF6	NA	1.3391784	
RGCC	NA	1.3384707	
SLC7A11-AS1	NA	1.3372614	
REPIN1	NA	1.3366151	
ZFAND6	NA	1.3366151	
LIMK1	NA	1.3366151	
VWA3A	NA	1.3366151	
H2AX	NA	1.3307685	
PTTG1	NA	1.329594	
TMEM60	NA	1.3290771	
PLEKHG1	NA	1.3269148	
ATF7IP	NA	1.3235766	
CDKN2D	NA	1.3226379	
ALDH8A1	NA	1.3226379	
CDC25C	NA	1.3212144	
APC	NA	1.3212144	
SLF2	NA	1.320158	
FILIP1L	NA	1.3183428	
SPG21	NA	1.3125532	
PHYH	NA	1.3120584	
TRIM4	NA	1.3107324	
GPR180	NA	1.3084631	
ANKRD20A1	NA	1.3057721	
TMEM120A	NA	1.3053098	
LSP1P4	NA	1.3052179	
DLEU2	NA	1.3052179	
ACRV1	NA	1.2971306	
LOC101927811	NA	1.2953072	
TSC22D1-AS1	NA	1.2923317	
CHDH	NA	1.292294	
CTSK	NA	1.2922528	
MSH6	NA	1.2914213	
TMEM80	NA	1.2892706	
LINC02256	NA	1.2876524	
TK1	NA	1.2859957	
ANO7	NA	1.282243	
PSPHP1	NA	1.282243	
LINC02273	NA	1.2808199	
ANXA11	NA	1.275366	
LMLN	NA	1.2731738	
TBL1XR1	NA	1.2722814	
DAP3	NA	1.2708082	
ETV7	NA	1.2707905	
CDC20	NA	1.2672441	
NFRKB	NA	1.2672441	
ABCA5	NA	1.2672441	
ARL6	NA	1.2648503	
TAAR3P	NA	1.2645731	
ZNF709	NA	1.2645731	
EXPH5	NA	1.2637444	
TREML4	NA	1.2621698	
GPSM2	NA	1.2607733	
FBN1	NA	1.2607733	
DLX6-AS1	NA	1.2589213	
FAM149A	NA	1.2589213	
LRCH3	NA	1.2579874	
LINC00648	NA	1.2575557	
C9orf64	NA	1.2572094	
LINC01000	NA	1.2570025	
KY	NA	1.2568856	
PON3	NA	1.2568856	
SAMD13	NA	1.2527606	
TMEM64	NA	1.2486734	
NXT2	NA	1.2482927	
SPART	NA	1.2477527	
TFG	NA	1.2465159	
PNPLA8	NA	1.2442222	
RGPD4-AS1	NA	1.2437646	
PSMA5	NA	1.2428585	
UBE2S	NA	1.2392426	
GMDS-DT	NA	1.2392426	
CDK1	NA	1.2379766	
RAX2	NA	1.2379044	
NEURL1B	NA	1.2362429	
KBTBD2	NA	1.2355928	
FNDC4	NA	1.2353477	
PAIP2B	NA	1.233976	
RORC	NA	1.2326512	
POTEM	NA	1.2317748	
SEPTIN7P2	NA	1.2293601	
ACYP1	NA	1.2293601	
EGR1	NA	1.2277356	
DCTN3	NA	1.2272922	
TP53INP1	NA	1.2227249	
PLGLB2	NA	1.2178272	
IGIP	NA	1.2162905	
NRXN3	NA	1.2162905	
ELOVL7	NA	1.2162905	
MARCHF3	NA	1.2155545	
ANAPC10	NA	1.2146558	
NFYC-AS1	NA	1.2146558	
GTF2IP12	NA	1.2143209	
MZT2B	NA	1.2119055	
SMIM3	NA	1.2105186	
KLLN	NA	1.2101489	
CCDC150	NA	1.2101489	
ZCRB1	NA	1.2095572	
KRCC1	NA	1.2091303	
SVBP	NA	1.209005	
FLRT3	NA	1.209005	
CDC42EP3	NA	1.208326	
LOC105379426	NA	1.2078489	
ZCCHC7	NA	1.2046037	
LPP	NA	1.1996092	
DLGAP4	NA	1.1996092	
CCNG1	NA	1.1987517	
KIF18B	NA	1.1983908	
SPP1	NA	1.1973841	
DAPK2	NA	1.1969668	
CREB3	NA	1.1956239	
NFYB	NA	1.1924672	
ZNF721	NA	1.1918032	
UBR2	NA	1.1909477	
FAM200B	NA	1.190777	
LINC00920	NA	1.1907421	
HYLS1	NA	1.1907421	
UNC45A	NA	1.1907421	
RASSF6	NA	1.1907421	
MKRN1	NA	1.1907421	
LINC00674	NA	1.190388	
LOC100505555	NA	1.19005	
PPP1R1C	NA	1.19005	
TBXT	NA	1.189084	
PKN2	NA	1.1884589	
MYNN	NA	1.1884589	
PKIB	NA	1.1883644	
RAD51-AS1	NA	1.1787156	
CCL17	NA	1.1786166	
SH2D1A	NA	1.1782862	
FST	NA	1.1782862	
NCAM2	NA	1.1782862	
SYCE1L	NA	1.1782862	
TUSC1	NA	1.1754652	
USP34	NA	1.1749818	
ZNF248	NA	1.1735449	
PAQR8	NA	1.1705652	
NMBR	NA	1.1705652	
C1orf226	NA	1.1700519	
KIF20B	NA	1.1700519	
NR4A3	NA	1.1700519	
ELOVL5	NA	1.1681174	
MS4A1	NA	1.1675327	
LOC101928940	NA	1.1671247	
ALOX12-AS1	NA	1.1670663	
HJURP	NA	1.1668483	
RBM5	NA	1.1611868	
CKS1B	NA	1.159261	
KRTAP9-2	NA	1.1583416	
DCK	NA	1.1576605	
FAHD2A	NA	1.1563463	
TSTD1	NA	1.1540226	
SIM2	NA	1.1536086	
PSTK	NA	1.1520029	
PIGC	NA	1.1520029	
NSMCE1-DT	NA	1.1515884	
KDM4D	NA	1.1513075	
WBP1L	NA	1.1503168	
PSG3	NA	1.1501732	
CCDC126	NA	1.1491137	
ZNF621	NA	1.1482836	
TNFSF13B	NA	1.147669	
TTLL5	NA	1.1454034	
ERO1B	NA	1.1453848	
RAD21-AS1	NA	1.1452336	
TMEM42	NA	1.1443315	
CEP135	NA	1.1443315	
SCD5	NA	1.1434704	
FBXW4	NA	1.1418777	
RNA45SN5	NA	1.1418777	
KRT76	NA	1.1396953	
CKAP2	NA	1.1396744	
CYP51A1	NA	1.1350727	
LINC01278	NA	1.1348639	
SLC30A1	NA	1.1345699	
LOC101927620	NA	1.132627	
DENND1B	NA	1.1322982	
ATP5IF1	NA	1.1317365	
SYNE1	NA	1.1317365	
TMEM165	NA	1.1299361	
GPALPP1	NA	1.1299361	
STK11	NA	1.1295682	
MCM3AP	NA	1.1293653	
FXYD2	NA	1.12778	
LOC102724449	NA	1.1269289	
ARL6IP1	NA	1.126543	
WDPCP	NA	1.126441	
PPP1R14D	NA	1.126441	
MBTD1	NA	1.126441	
KIF18A	NA	1.1257161	
LATS2	NA	1.1257161	
RPL35A	NA	1.1252612	
MCOLN3	NA	1.1206613	
CDCA8	NA	1.1197997	
GOLGA6B	NA	1.1192702	
SLC6A16	NA	1.1182808	
MBP	NA	1.1164237	
SEPTIN9	NA	1.116005	
RGS20	NA	1.1131774	
ZCCHC10	NA	1.1131774	
ASB8	NA	1.1124427	
PXMP4	NA	1.1121877	
TMEM53	NA	1.1121877	
CGAS	NA	1.109613	
BTK	NA	1.1087836	
NHSL1	NA	1.1072006	
CCDC13	NA	1.1072006	
CCDC144A	NA	1.1071112	
COL14A1	NA	1.1062025	
HIPK2	NA	1.1058414	
PTPRD	NA	1.105142	
ZDHHC4	NA	1.1026977	
FAM118B	NA	1.1024083	
DIP2A	NA	1.1002164	
BCLAF1	NA	1.0984603	
TSPAN16	NA	1.0972197	
FUNDC2	NA	1.0972197	
SLX1B	NA	1.0972197	
CARD8-AS1	NA	1.0969601	
LINC01355	NA	1.0967156	
TSPAN13	NA	1.0956885	
GS1-124K5.4	NA	1.0940224	
DAPP1	NA	1.0919667	
IFNB1	NA	1.0919667	
MSMO1	NA	1.090608	
TP53RK	NA	1.0885682	
SEC22C	NA	1.0881039	
LINC00558	NA	1.0857996	
TRIM61	NA	1.0857996	
MAPK8IP3	NA	1.0855068	
TRIM52-AS1	NA	1.0855068	
LOC647070	NA	1.0826217	
ANAPC16	NA	1.082453	
HOXC11	NA	1.0822155	
FBXO8	NA	1.0817877	
PHETA2	NA	1.0817877	
DNAH5	NA	1.0812675	
LINC01949	NA	1.0800714	
COX5B	NA	1.0800714	
MIR31HG	NA	1.0783674	
TARS1	NA	1.0738822	
FAM224B	NA	1.0696057	
HBP1	NA	1.0687026	
KIF1B	NA	1.0686122	
NCAPH	NA	1.0656002	
SUN1	NA	1.0638899	
SRMS	NA	1.0638899	
LEAP2	NA	1.0612307	
TCAF1	NA	1.0599649	
DHX30	NA	1.0595397	
TMEM8B	NA	1.0592928	
TOP2A	NA	1.0583651	
BIRC3	NA	1.0583651	
PPP6R2	NA	1.0578121	
BCL2L12	NA	1.0555319	
TLX1	NA	1.0555319	
LINC02092	NA	1.0555319	
FRG1HP	NA	1.0546967	
PTPRK	NA	1.0528079	
FMC1	NA	1.0510104	
N4BP2L1	NA	1.0507728	
MPZL2	NA	1.0488806	
DDR2	NA	1.0486335	
DBT	NA	1.0478723	
PARPBP	NA	1.047759	
ST8SIA2	NA	1.0475074	
PXMP2	NA	1.0472159	
AIF1	NA	1.0457016	
NDUFA5	NA	1.0457016	
FAM118A	NA	1.0438311	
C21orf58	NA	1.0431631	
UACA	NA	1.0431631	
CMAHP	NA	1.0424368	
RAMAC	NA	1.0424368	
LHX4	NA	1.0407397	
PDIK1L	NA	1.0407397	
PBK	NA	1.0407397	
HMGN5	NA	1.0407397	
PITPNA	NA	1.0392895	
MORN2	NA	1.0388042	
ZNF277	NA	1.0379568	
LOC100287896	NA	1.0378036	
CES3	NA	1.036703	
CRIPT	NA	1.0346496	
SLC22A3	NA	1.0328053	
LOC100129617	NA	1.0325495	
FAM223B	NA	1.0320066	
EPB41L2	NA	1.0315076	
TRIM10	NA	1.0302534	
FCRL2	NA	1.0301988	
C12orf76	NA	1.0289555	
LOC101927770	NA	1.0284748	
CENPK	NA	1.0284748	
ABCC9	NA	1.0282245	
PIH1D1	NA	1.028041	
ARL6IP5	NA	1.026628	
NEIL3	NA	1.0260794	
INIP	NA	1.0260794	
SRRM2-AS1	NA	1.0255044	
B3GAT2	NA	1.0243037	
BORA	NA	1.02429	
PIN1	NA	1.0223036	
LRRC6	NA	1.0208154	
UBE2W	NA	1.0206443	
PHYKPL	NA	1.0202913	
SMIM4	NA	1.0202204	
RFPL3S	NA	1.0197154	
HP1BP3	NA	1.0197142	
CCDC167	NA	1.0194577	
PTPRG	NA	1.0194519	
SLC7A5P1	NA	1.0190959	
EMSY	NA	1.0183454	
GLYATL1	NA	1.0179747	
HMGN4	NA	1.0177988	
HHIP-AS1	NA	1.0175092	
UBASH3B	NA	1.0175092	
VPS8	NA	1.0175092	
PRCP	NA	1.0174487	
CEP128	NA	1.0167611	
EVA1A	NA	1.0148845	
DAPK1	NA	1.0148845	
TMBIM4	NA	1.0137935	
ZNF75D	NA	1.0134965	
ANKRD30BP3	NA	1.013437	
DSG2-AS1	NA	1.0125667	
LRRTM2	NA	1.0125667	
TCAIM	NA	1.0114424	
LOC729218	NA	1.0107223	
ATP6V0D2	NA	1.0098877	
EPHA4	NA	1.0091872	
SNORD3B-1	NA	1.0089644	
EML4	NA	1.0085948	
LINC00560	NA	1.0073278	
OMD	NA	1.0066913	
OMG	NA	1.0058656	
TCEAL9	NA	1.0057037	
CASTOR3	NA	1.0055901	
STMN2	NA	1.0046455	
IFT22	NA	1.0038462	
SOCS3	NA	1.0022805	
H2BC5	NA	1.0009063	
MYO5B	NA	1.0002719	
C1orf105	NA	0.99883837	
CEP126	NA	0.99865454	
LYRM4-AS1	NA	0.99865454	
NRBP2	NA	0.99680847	
LOC101929774	NA	0.996021	
AMY1A	NA	0.99414575	
ZNF33A	NA	0.99352926	
ADGRL3	NA	0.9928877	
SMOC1	NA	0.9921772	
GS1-124K5.11	NA	0.9918579	
COLCA1	NA	0.9918579	
FLT1	NA	0.9918579	
ACOT8	NA	0.99179333	
ZNF385D	NA	0.9912216	
SLC12A3	NA	0.99116975	
AFAP1L2	NA	0.99116975	
ARL10	NA	0.9910131	
PTTG3P	NA	0.98973274	
BTG2	NA	0.98962045	
TXNDC9	NA	0.98903644	
FOLR1	NA	0.9875428	
ST3GAL3	NA	0.9871881	
RNF157	NA	0.9871881	
LOC102724851	NA	0.9871881	
ITGB3BP	NA	0.98644143	
SLFNL1	NA	0.98618025	
CACNA1D	NA	0.98604536	
TCF4	NA	0.9858626	
WTAP	NA	0.97929865	
FBH1	NA	0.97831905	
GNRHR2	NA	0.97678083	
PARP14	NA	0.9755461	
UGT1A6	NA	0.9754698	
LINC01089	NA	0.975388	
NDUFA2	NA	0.975388	
TP53TG1	NA	0.9752765	
LRR1	NA	0.9739548	
NEK8	NA	0.97372144	
PPP4R2	NA	0.97372144	
FAM174A	NA	0.97157	
PAK1	NA	0.96993864	
RHEB	NA	0.96993864	
BBIP1	NA	0.96932405	
CCDC88A	NA	0.9692491	
SYMPK	NA	0.96834874	
SPC25	NA	0.96753335	
LOC100507053	NA	0.9670368	
PCAT7	NA	0.96581787	
EMID1	NA	0.96581787	
ADORA2A	NA	0.9636551	
EIF1B	NA	0.9630909	
AAK1	NA	0.95938367	
GPR82	NA	0.9590368	
CRYL1	NA	0.9590368	
ATG5	NA	0.9590368	
HAUS1	NA	0.9590368	
NRCAM	NA	0.9590368	
CHMP4B	NA	0.9590368	
CALM3	NA	0.95850104	
ENDOV	NA	0.9564771	
ITGAM	NA	0.9564771	
LRRC28	NA	0.9560706	
ALMS1	NA	0.95496583	
LINC00032	NA	0.95496583	
S100A16	NA	0.953393	
LOC101927609	NA	0.9532604	
ARHGAP30	NA	0.9532604	
LOC100133920	NA	0.9518524	
RBBP9	NA	0.95125103	
EID3	NA	0.9489953	
ACSM1	NA	0.94843143	
LINC02762	NA	0.94830555	
PLD1	NA	0.9459615	
KIF1A	NA	0.94583404	
TASOR	NA	0.9440147	
GGA1	NA	0.94351304	
TNRC18	NA	0.9424731	
RALGAPA2	NA	0.9421513	
CP	NA	0.94209313	
RTTN	NA	0.94209313	
CACNA1A	NA	0.94209313	
SPATA6	NA	0.9417125	
FCRLA	NA	0.93972164	
NUDCD2	NA	0.93960756	
CALD1	NA	0.9390933	
LINC01141	NA	0.9387805	
MDFIC	NA	0.9372019	
DDC	NA	0.937156	
CD59	NA	0.93567467	
FAM153B	NA	0.93488014	
TMTC3	NA	0.9348257	
CEACAM5	NA	0.93457913	
LOC441081	NA	0.93457913	
CHD2	NA	0.9344679	
MCTP1	NA	0.93410057	
KLF7	NA	0.9337321	
LOC105371622	NA	0.9337321	
FPR3	NA	0.93358517	
FGF10-AS1	NA	0.93266845	
YEATS4	NA	0.93105054	
KIAA1217	NA	0.9309142	
COL6A6	NA	0.93077695	
GNAS	NA	0.9306305	
INSIG1	NA	0.930424	
LOC389831	NA	0.92963773	
RABGAP1L	NA	0.9274304	
C12orf42	NA	0.92723566	
TAF6L	NA	0.92723566	
EGFR	NA	0.92723566	
SH3BP5-AS1	NA	0.92594254	
PAK5	NA	0.9257938	
CXADR	NA	0.9257765	
FBXO32	NA	0.92417073	
HIVEP3	NA	0.92417073	
MORN1	NA	0.92373604	
ITGB8	NA	0.92373604	
ETFBKMT	NA	0.9227327	
STX8	NA	0.92215097	
NFIA-AS2	NA	0.92215097	
GPM6A	NA	0.9217528	
VWA3B	NA	0.9217001	
LINC00908	NA	0.9214415	
PTPRB	NA	0.9214415	
MED19	NA	0.9214415	
LOC101928896	NA	0.9211481	
LINC02053	NA	0.92113906	
CCHCR1	NA	0.92113906	
TMEM107	NA	0.92081934	
XRCC2	NA	0.91984046	
GOLGA2P5	NA	0.91935796	
MALAT1	NA	0.9190828	
GNPTG	NA	0.9190828	
LOC100132356	NA	0.91892177	
SCPEP1	NA	0.91892177	
GCNT7	NA	0.91864437	
DAZ3	NA	0.91864437	
KIF24	NA	0.9182777	
LINC00396	NA	0.91806906	
SORCS3	NA	0.9172398	
KIR2DL5A	NA	0.9159274	
ETV4	NA	0.91497827	
MAP4K3-DT	NA	0.91412526	
SMIM2	NA	0.91365826	
PDE4DIP	NA	0.91365826	
LOC101929289	NA	0.9136238	
SCNN1B	NA	0.9134241	
RUBCN	NA	0.91222954	
TRAPPC10	NA	0.90709347	
SPSB3	NA	0.90709347	
CNPY3	NA	0.90709347	
DLGAP1-AS3	NA	0.9070868	
CDKN2B-AS1	NA	0.9070868	
GALK2	NA	0.9070868	
RABGEF1	NA	0.9070868	
SBF2-AS1	NA	0.9070868	
SNX15	NA	0.9070868	
GUSBP1	NA	0.9070868	
IMPG2	NA	0.9070868	
PLK1	NA	0.9070836	
PTEN	NA	0.9070836	
PMS2P1	NA	0.90705717	
KIZ	NA	0.9062141	
AACS	NA	0.90601176	
LIMD1-AS1	NA	0.9059301	
RUNX2	NA	0.9059301	
ACTN2	NA	0.9056748	
FYB1	NA	0.9054614	
UBALD2	NA	0.9046169	
HLA-DPB1	NA	0.903622	
SLC25A14	NA	0.901459	
KLF3	NA	0.90042776	
KIF14	NA	0.90030235	
CNBD2	NA	0.9002933	
HSCB	NA	0.8997196	
MCAM	NA	0.897455	
ATG4A	NA	0.897455	
GPC3	NA	0.8974291	
FBXO7	NA	0.89729303	
DND1	NA	0.89726466	
NUCKS1	NA	0.89581364	
ZNF492	NA	0.89581364	
IGKC	NA	0.895735	
IGSF11	NA	0.8956699	
PYM1	NA	0.8952636	
IFNA16	NA	0.8951045	
TMPO-AS1	NA	0.89428836	
TFDP2	NA	0.8940815	
ARHGEF12	NA	0.8933837	
TMEM19	NA	0.89330447	
ZFP28	NA	0.89207584	
ARV1	NA	0.89166844	
SCOC	NA	0.89144903	
RPS19BP1	NA	0.89144903	
CHASERR	NA	0.89037174	
KLF15	NA	0.89037174	
ZNF160	NA	0.88953865	
PAIP2	NA	0.88932765	
BORCS5	NA	0.8890889	
KIFC1	NA	0.8886275	
LOC101928817	NA	0.88844556	
DDIT4L	NA	0.8880547	
ARL4D	NA	0.8876767	
SRGAP2	NA	0.8864363	
SUZ12P1	NA	0.88638407	
MLANA	NA	0.8860577	
TMEM99	NA	0.88597804	
NKX3-1	NA	0.88450164	
SMAD4	NA	0.8844306	
B4GALT6	NA	0.883125	
CPEB2	NA	0.8828985	
OGFRL1	NA	0.8823639	
LINC00324	NA	0.8815171	
DAB2	NA	0.8815171	
GPLD1	NA	0.8808885	
SNRPN	NA	0.88059133	
SKA2	NA	0.87897205	
ZFYVE16	NA	0.8784311	
RFX4	NA	0.8779803	
MPPED2	NA	0.8765777	
RPS10	NA	0.8764366	
NUDT6	NA	0.8764366	
MED13	NA	0.8751325	
LYNX1	NA	0.87496656	
NCOA6	NA	0.8747087	
ANKRD10	NA	0.8732863	
DLGAP4-AS1	NA	0.87179935	
CFAP70	NA	0.87115574	
PHF19	NA	0.8708293	
LOC105376166	NA	0.87027323	
QPRT	NA	0.8702035	
FAM83D	NA	0.8697172	
LINC00700	NA	0.86941826	
UQCC1	NA	0.868996	
CCDC7	NA	0.86873883	
DDX52	NA	0.86867625	
CSHL1	NA	0.8685538	
PRB1	NA	0.86839086	
CELF5	NA	0.868154	
LINC02535	NA	0.86762667	
MCTS1	NA	0.86683136	
LINC00615	NA	0.86680347	
CADM3-AS1	NA	0.866084	
SCRG1	NA	0.866084	
WHAMMP2	NA	0.8657882	
ID4	NA	0.86531115	
MLLT10	NA	0.86531115	
FAS	NA	0.8652697	
TK2	NA	0.8652697	
KDM4C	NA	0.8652697	
BCOR	NA	0.8644152	
SLC40A1	NA	0.8644152	
CADM2	NA	0.8644152	
IGHG1	NA	0.864206	
RASGRF2	NA	0.86366636	
SLC46A1	NA	0.8627459	
C5orf24	NA	0.8627459	
NBR2	NA	0.8627459	
CYP2A7	NA	0.8617959	
TIGD7	NA	0.8617959	
DHX57	NA	0.8611728	
MSL3	NA	0.86090845	
CYP1A2	NA	0.8606749	
ING1	NA	0.8604324	
RPL37A	NA	0.85972035	
SERPINA3	NA	0.85892665	
ZNF599	NA	0.85724676	
CERT1	NA	0.8570646	
CXCR4	NA	0.8565343	
MPV17L	NA	0.8548204	
DNAI4	NA	0.85460967	
OR52A1	NA	0.85368353	
ZNF791	NA	0.8531732	
PTAFR	NA	0.8529743	
DNAJB4	NA	0.85283947	
TLL2	NA	0.8522224	
NPHS2	NA	0.8519024	
SH3GL3	NA	0.85165447	
GUK1	NA	0.85165447	
MYLK-AS1	NA	0.8501074	
HMGA2	NA	0.8501074	
STK4	NA	0.8494308	
BIVM	NA	0.8493481	
IGLC1	NA	0.84919965	
TPM1	NA	0.84919965	
ELOVL4	NA	0.84919965	
NODAL	NA	0.8490069	
LINC01697	NA	0.8490019	
TMCO1	NA	0.8479417	
EIF1B-AS1	NA	0.8478841	
ORC6	NA	0.8478841	
CFAP36	NA	0.8473845	
RAMP1	NA	0.8473845	
