NAME	TITLE	SCORE	
CARF	NA	0.20908041	
MYLIP	NA	0.20835702	
ULBP1	NA	0.20820381	
ZNF563	NA	0.20795494	
CTBS	NA	0.20771185	
SORCS3	NA	0.20719032	
SECISBP2L	NA	0.20696571	
LMO2	NA	0.20678794	
MIF-AS1	NA	0.20671847	
C17orf67	NA	0.20618412	
H4C5	NA	0.20613222	
ITPKA	NA	0.20575435	
HBEGF	NA	0.20571744	
SUGT1P3	NA	0.20552948	
LOC100506282	NA	0.2053968	
GUSBP1	NA	0.20524976	
ZNF818P	NA	0.20517404	
LOC100507412	NA	0.20507234	
LOC389765	NA	0.20485368	
LMO7	NA	0.20474526	
PAN3-AS1	NA	0.20457332	
CYP26B1	NA	0.2044529	
AMY1A	NA	0.20374808	
PTGR1	NA	0.20373568	
LOC441242	NA	0.20353006	
FRMD4B	NA	0.20343435	
CFAP53	NA	0.20336005	
SPAG6	NA	0.20319189	
ZNF417	NA	0.20301189	
HOMEZ	NA	0.2028902	
C8orf44	NA	0.20278122	
LOC101927620	NA	0.20255685	
SLC35G1	NA	0.20245118	
STON1	NA	0.2023206	
PAX6	NA	0.20225608	
WEE2-AS1	NA	0.20216344	
EXOC3-AS1	NA	0.20173374	
LINC02145	NA	0.20160872	
LOC101060553	NA	0.201593	
LOC101926892	NA	0.20048387	
LOC105371622	NA	0.20039932	
ULK4	NA	0.20039237	
H2BC17	NA	0.20034792	
H3C1	NA	0.2001871	
FRMD6-AS1	NA	0.20012142	
ZNF609	NA	0.19926503	
ST14	NA	0.1992562	
SIAH3	NA	0.19878948	
LOC101928487	NA	0.19848365	
LMO4	NA	0.19819826	
H2BC8	NA	0.19818886	
MOK	NA	0.19801117	
ZNF669	NA	0.19742787	
ZNF862	NA	0.19685985	
LOC257396	NA	0.19630066	
NFKBIZ	NA	0.1955179	
ATXN7L1	NA	0.19532752	
ZNF287	NA	0.1947534	
SH3GL1P2	NA	0.19433382	
RAB12	NA	0.19416983	
C2orf74	NA	0.19400854	
LINC00339	NA	0.19364233	
DZANK1	NA	0.1932256	
ZNF613	NA	0.19314303	
RORC	NA	0.19313796	
RHBDL1	NA	0.19309819	
TRMT10B	NA	0.19304302	
RFLNB	NA	0.19295025	
TNRC6B	NA	0.19282281	
LOC101929512	NA	0.1928185	
RGCC	NA	0.19276594	
POMK	NA	0.19137973	
H4C1	NA	0.19135618	
AK9	NA	0.19133134	
SYNC	NA	0.19129597	
PON1	NA	0.19077463	
LRP4	NA	0.18975264	
ABCA11P	NA	0.18968776	
NIPAL2	NA	0.18959408	
LOC100505555	NA	0.18930736	
ANXA3	NA	0.18915543	
ZNF713	NA	0.18892272	
ITGA6	NA	0.18858594	
LRRTM2	NA	0.18856373	
RAG2	NA	0.18851712	
ZNF37BP	NA	0.18811914	
CXXC1P1	NA	0.18735059	
CAPN10-DT	NA	0.18727599	
C5orf34	NA	0.18721707	
DDIT3	NA	0.18689287	
RBM43	NA	0.18645746	
GJB2	NA	0.18617027	
HOTAIRM1	NA	0.18587403	
GLRB	NA	0.18544555	
ZFP36L1	NA	0.18449381	
ZRANB2-AS1	NA	0.18417619	
PLA2G5	NA	0.18401027	
NT5DC4	NA	0.18314086	
GADD45B	NA	0.1828606	
IFT74	NA	0.18244508	
CPEB4	NA	0.18147898	
TPM4	NA	0.18140928	
HTATSF1P2	NA	0.18095808	
LOC101930149	NA	0.1809285	
ST8SIA2	NA	0.18091759	
TIGD7	NA	0.18061587	
FAM110C	NA	0.18038899	
BASP1-AS1	NA	0.18031646	
BEND6	NA	0.18020475	
ZNF703	NA	0.18011506	
BPIFA2	NA	0.17994754	
ACTR3-AS1	NA	0.17994203	
C20orf197	NA	0.17981555	
TOLLIP-AS1	NA	0.17980465	
LAIR2	NA	0.17951585	
TADA2A	NA	0.1793708	
TUBE1	NA	0.17922352	
DEFA1	NA	0.1787391	
C7orf31	NA	0.17865817	
ITGAM	NA	0.17849365	
CENPA	NA	0.178476	
ODF2L	NA	0.17799956	
TEKT2	NA	0.17798886	
CCDC88A	NA	0.1778117	
TECTA	NA	0.1777698	
ZSCAN16	NA	0.17764649	
NDST3	NA	0.17762586	
RPL13P5	NA	0.17715435	
CCDC186	NA	0.17711036	
TRIM59	NA	0.17680064	
C11orf65	NA	0.1767681	
ATP1A1-AS1	NA	0.1766831	
CEP89	NA	0.17654131	
ZNF749	NA	0.17640513	
POU3F3	NA	0.17597325	
SLC4A5	NA	0.17587274	
GTF2IP12	NA	0.17577979	
HCG27	NA	0.17575878	
MPZL3	NA	0.17508496	
HMMR	NA	0.17502855	
SLC6A16	NA	0.17499056	
TNFSF8	NA	0.17406194	
EID3	NA	0.17405006	
MIPEPP3	NA	0.17399146	
CDC42-IT1	NA	0.1739115	
CEP128	NA	0.17390856	
RAB33B	NA	0.17378297	
TSC22D1-AS1	NA	0.17376083	
U2AF1L4	NA	0.17364264	
FBXL12	NA	0.17354876	
ADAMTS18	NA	0.17338832	
ZNF333	NA	0.17337488	
LINC01238	NA	0.17335393	
HCG18	NA	0.17327163	
SRGAP2	NA	0.17324914	
DSCAM-AS1	NA	0.17297383	
ELOVL7	NA	0.17275487	
SCLT1	NA	0.17255732	
ANKRD29	NA	0.17254636	
KCTD7	NA	0.17220792	
LOC101928728	NA	0.17218854	
CC2D2B	NA	0.17204906	
CHFR	NA	0.17203355	
FAM131A	NA	0.17181572	
CDC25C	NA	0.17180052	
CYSLTR2	NA	0.171712	
KANSL1L	NA	0.17164202	
ZNF674	NA	0.17162356	
GRAMD1C	NA	0.17153253	
ERO1B	NA	0.1714935	
ZNF441	NA	0.1713838	
DUSP6	NA	0.17130554	
PRR14L	NA	0.1711526	
DUSP19	NA	0.17111033	
ZNF543	NA	0.1710909	
LINC00396	NA	0.17061205	
PRUNE2	NA	0.17042358	
AASDH	NA	0.17021051	
LINC00485	NA	0.1701018	
PLAG1	NA	0.16974549	
NLRP13	NA	0.1694634	
OPTN	NA	0.16944018	
ANKRD13D	NA	0.16915812	
GTSE1	NA	0.16903494	
SNORD8	NA	0.16892503	
NMNAT1	NA	0.16884935	
NIFK-AS1	NA	0.16873576	
CELF5	NA	0.16866784	
H1-0	NA	0.16849396	
NRTN	NA	0.16815767	
MEF2A	NA	0.16814186	
ETV7	NA	0.1680631	
MME	NA	0.16804227	
FAM76A	NA	0.16789696	
G2E3	NA	0.16763756	
RAB39B	NA	0.16756748	
RUSC1-AS1	NA	0.1673604	
UBN1	NA	0.16726974	
ARL11	NA	0.1671561	
LYRM9	NA	0.16691495	
ERN1	NA	0.16673298	
SLCO1B1	NA	0.16671075	
NEGR1	NA	0.16655199	
H4C2	NA	0.16637427	
TYMSOS	NA	0.16603011	
UBE2H	NA	0.16584277	
FSCN2	NA	0.16572088	
ITGA3	NA	0.16564642	
BCORP1	NA	0.1655509	
MROH8	NA	0.1655507	
LOC100289473	NA	0.16551681	
ZNRD1ASP	NA	0.16548103	
LOC101927365	NA	0.16538794	
SERPINB9	NA	0.16511874	
LINC02405	NA	0.16506608	
DBF4B	NA	0.16502601	
POLR2J3	NA	0.16500635	
PLCD4	NA	0.16500108	
FAM111A-DT	NA	0.16493294	
ATP8B3	NA	0.16492331	
TSHR	NA	0.16489285	
LOC441666	NA	0.16481215	
LOC101929305	NA	0.1646584	
RAD21-AS1	NA	0.16452694	
SPP1	NA	0.16451435	
TNFRSF19	NA	0.16400632	
NIBAN1	NA	0.16394508	
FAAH2	NA	0.1639394	
TRPV3	NA	0.16386741	
FCER1G	NA	0.16386059	
CAPN14	NA	0.16385224	
GATA4	NA	0.16371222	
CLEC2D	NA	0.16370693	
FOS	NA	0.1636545	
SPINK2	NA	0.16345657	
GOLIM4	NA	0.16321495	
TIPRL	NA	0.16306233	
H3C10	NA	0.1630406	
ENPEP	NA	0.16293803	
NEK2	NA	0.1628636	
DLGAP1-AS1	NA	0.16270664	
RUBCNL	NA	0.16266465	
ZNF568	NA	0.16265067	
LTB	NA	0.16221087	
PARM1-AS1	NA	0.16219798	
LOC101927166	NA	0.1621726	
TWIST2	NA	0.16190125	
ITCH	NA	0.1614547	
BORA	NA	0.16118108	
RSRC1	NA	0.1609847	
BMF	NA	0.1607326	
GOLGA2	NA	0.16053793	
HHATL	NA	0.1605227	
RPS6KA2	NA	0.16048531	
FAM174A	NA	0.16029985	
LRATD2	NA	0.16010118	
ZNF345	NA	0.16007996	
OMG	NA	0.1600396	
IFNK	NA	0.15997194	
C4orf33	NA	0.15987326	
DYNC2LI1	NA	0.1597721	
FLCN	NA	0.15971166	
PDXDC2P-NPIPB14P	NA	0.15961255	
SPATA1	NA	0.1593886	
PBX4	NA	0.15895768	
LCA5	NA	0.15876117	
KAT2B	NA	0.15871395	
MTSS1	NA	0.15864936	
SYCE1L	NA	0.15857597	
ZNF185	NA	0.15843748	
EFCAB3	NA	0.15829843	
LOC101928844	NA	0.1582133	
ZNF530	NA	0.15813836	
CDS1	NA	0.15807536	
LOC101928940	NA	0.15798903	
CCDC125	NA	0.1576006	
H2BC11	NA	0.15745705	
LETM2	NA	0.15723257	
SMIM5	NA	0.15701324	
OGFRL1	NA	0.15697661	
MAP4K3-DT	NA	0.15678258	
GMNC	NA	0.15676153	
GAS5-AS1	NA	0.15676068	
H2BC7	NA	0.15667856	
SLC38A6	NA	0.15637589	
JDP2	NA	0.15636325	
ARPP21	NA	0.15633342	
CACNB4	NA	0.15630415	
CNST	NA	0.15627286	
PSRC1	NA	0.15621498	
PTPN3	NA	0.15615009	
DSCAML1	NA	0.15574525	
CENPL	NA	0.15569721	
CLIC2	NA	0.1556452	
FBXW12	NA	0.15553364	
LINC01355	NA	0.15544929	
DNAJC27	NA	0.15510133	
DLEU2L	NA	0.15509024	
ZNF350	NA	0.15503104	
ZNF280D	NA	0.15498267	
FBXL13	NA	0.15466695	
RAD9B	NA	0.15446994	
C21orf58	NA	0.15365744	
CXCL3	NA	0.15360622	
ABAT	NA	0.15354039	
MALAT1	NA	0.15334834	
CARS1	NA	0.15331002	
PTPRD	NA	0.15328042	
GAREM1	NA	0.15324992	
PSAT1	NA	0.15313517	
LINC02076	NA	0.1530505	
SGK1	NA	0.15296261	
LOC101928565	NA	0.1529252	
GPR158	NA	0.15291683	
INTS6-AS1	NA	0.15287912	
FRG1HP	NA	0.15284732	
LINC01692	NA	0.15269724	
H2BC5	NA	0.15263696	
ARHGAP39	NA	0.15262313	
ZBED8	NA	0.15260264	
NEIL3	NA	0.15256952	
DPH6-DT	NA	0.15252964	
TFCP2L1	NA	0.15249477	
AFAP1L2	NA	0.15236893	
NXPH4	NA	0.152318	
CTSF	NA	0.15225685	
ZBTB7B	NA	0.15214992	
STK33	NA	0.15210359	
TRAIP	NA	0.15210102	
CENPE	NA	0.15206233	
NEK1	NA	0.15175743	
APOH	NA	0.1514654	
C9orf72	NA	0.15146193	
IGIP	NA	0.15144844	
ESRP1	NA	0.15132606	
CARD8-AS1	NA	0.15130115	
DUSP16	NA	0.1512105	
PLP2	NA	0.15094624	
PSMD6-AS2	NA	0.15071541	
GPATCH2	NA	0.15058085	
ZNF790-AS1	NA	0.15055346	
C6orf163	NA	0.15049817	
NEXMIF	NA	0.15040283	
POC5	NA	0.15027271	
FANCB	NA	0.15025334	
GPR61	NA	0.15021205	
SLFN5	NA	0.15012172	
C12orf42	NA	0.14986455	
TMEM106A	NA	0.14971447	
NID2	NA	0.14966679	
WNT9B	NA	0.14950621	
TSPAN13	NA	0.14937916	
BCL6	NA	0.1491054	
POC1B	NA	0.14896187	
KANSL1-AS1	NA	0.14894222	
CYP1B1	NA	0.14892705	
PLA2G2D	NA	0.14889961	
LOC388780	NA	0.14885938	
GUSBP2	NA	0.14877424	
ATP13A4-AS1	NA	0.14877404	
LINC00954	NA	0.14859056	
HOXD1	NA	0.1485729	
NALCN-AS1	NA	0.148569	
SCGB3A2	NA	0.1481943	
LOC100289333	NA	0.14781837	
SNORA37	NA	0.14762647	
ING3	NA	0.14758801	
EFNB2	NA	0.1474924	
DLEU2	NA	0.14745192	
ACVR1	NA	0.14721411	
RTP5	NA	0.14716211	
SKIL	NA	0.14708401	
OSBPL5	NA	0.14686319	
ZNF365	NA	0.14681412	
IVL	NA	0.14676718	
GON4L	NA	0.14662434	
IL6R-AS1	NA	0.14646439	
MYO6	NA	0.14631592	
ELOVL3	NA	0.14626235	
TMX4	NA	0.14624813	
BBS10	NA	0.14622633	
LINC02535	NA	0.14619702	
NBEA	NA	0.1460147	
CLHC1	NA	0.14599244	
SIKE1	NA	0.14589758	
GCNT7	NA	0.14586909	
ADAMTS17	NA	0.14584494	
ZMYND12	NA	0.14583482	
ZFAND2A	NA	0.14570823	
HOXB7	NA	0.14569253	
LMO3	NA	0.14561376	
C10orf143	NA	0.14558521	
AMDHD1	NA	0.14549261	
FGFR3	NA	0.14547664	
CD3G	NA	0.14526679	
PGM3	NA	0.14496508	
SLC16A12-AS1	NA	0.144936	
TSLP	NA	0.1448928	
EFHC1	NA	0.1447797	
FAM13B	NA	0.14465128	
SNAI1	NA	0.14458597	
ID2	NA	0.14447744	
MDH1B	NA	0.14445083	
FAM226B	NA	0.14435321	
CIDEC	NA	0.14429483	
LOC100289230	NA	0.14420496	
METRN	NA	0.14381191	
STAG3L4	NA	0.14374472	
TJP1	NA	0.14369078	
NR4A3	NA	0.14366506	
ADORA2A	NA	0.14360897	
TMEM44-AS1	NA	0.143414	
CRYBB2	NA	0.14325017	
AURKA	NA	0.14323227	
CDPF1	NA	0.14316402	
KIAA0040	NA	0.14309402	
NCK1-DT	NA	0.14306135	
CHRNB1	NA	0.14262989	
LINC00558	NA	0.1425806	
HECTD2	NA	0.14250457	
KLHL4	NA	0.14244172	
CLTRN	NA	0.14236626	
CCDC15	NA	0.14223893	
MNS1	NA	0.1422277	
TRPS1	NA	0.14215036	
GCNT1	NA	0.14209631	
LEKR1	NA	0.14207469	
ARHGAP23	NA	0.14192659	
STAM-AS1	NA	0.14190716	
NMBR	NA	0.14186533	
TRAM2-AS1	NA	0.14179446	
MINCR	NA	0.14167906	
NSUN7	NA	0.1415775	
TAFA4	NA	0.14149536	
LOC105373942	NA	0.14084618	
DNAH5	NA	0.14084509	
GKAP1	NA	0.14074786	
LINC-PINT	NA	0.1407318	
C1orf105	NA	0.14061105	
VAMP4	NA	0.14059056	
ELOVL4	NA	0.14058821	
EIF2AK3-DT	NA	0.14039096	
SLITRK4	NA	0.1403828	
LOC101927608	NA	0.13993412	
STXBP5L	NA	0.13978823	
LOC90246	NA	0.13972697	
SCUBE3	NA	0.13955334	
CEBPB	NA	0.13944742	
SLC44A3	NA	0.13917969	
REN	NA	0.13913085	
TREML4	NA	0.13901515	
DIRAS3	NA	0.1390038	
CD109	NA	0.138732	
LPAR5	NA	0.13852508	
TMEM99	NA	0.13841945	
SNORA21	NA	0.13839802	
LOC101927550	NA	0.13824053	
ADGRG4	NA	0.1382399	
IDNK	NA	0.1382015	
CTC-338M12.4	NA	0.1381779	
CLEC4GP1	NA	0.13814852	
ZNF148	NA	0.1381241	
ANKRD20A11P	NA	0.13812104	
KLHDC9	NA	0.13796027	
LINC02523	NA	0.13789201	
CSAD	NA	0.1378771	
LOC151760	NA	0.13774787	
WWTR1-AS1	NA	0.13773721	
RAD52	NA	0.13773406	
LOC100288637	NA	0.13770199	
MGC70870	NA	0.13764085	
TTC29	NA	0.13733652	
TTC30B	NA	0.13725321	
AOPEP	NA	0.13717277	
SOX11	NA	0.13708128	
LOC101929289	NA	0.13707054	
RGS1	NA	0.13703461	
LIN37	NA	0.13679767	
ZNF234	NA	0.13665293	
CPEB2	NA	0.13661188	
LOC101927974	NA	0.1365678	
ZNF852	NA	0.13647845	
EDRF1-DT	NA	0.1364142	
PIWIL4	NA	0.13628773	
TTC32	NA	0.13618512	
HYLS1	NA	0.13612299	
LINC02270	NA	0.13606806	
LINC00659	NA	0.13587871	
KNDC1	NA	0.13576163	
CEP44	NA	0.13575639	
SNAI2	NA	0.13573106	
RHEBL1	NA	0.13571855	
DAPP1	NA	0.13557737	
SLFNL1-AS1	NA	0.13551983	
CCDC18-AS1	NA	0.13550171	
C19orf18	NA	0.13543327	
CDH18	NA	0.13535742	
TENT5C	NA	0.13533364	
POU4F3	NA	0.13530876	
MYL7	NA	0.13524932	
ZNF137P	NA	0.13524012	
PON3	NA	0.13506651	
MRC1	NA	0.13505624	
TCF25	NA	0.13504978	
MDM4	NA	0.1348528	
RASGRP1	NA	0.13474804	
LINC00298	NA	0.13461426	
CDKL3	NA	0.13461334	
F2RL3	NA	0.13443351	
ZNF547	NA	0.13442299	
PKN2	NA	0.13440123	
MTURN	NA	0.1343995	
FAM122C	NA	0.13431197	
NDC80	NA	0.13416299	
MICALCL	NA	0.13409159	
NHLRC3	NA	0.13393682	
NBPF8	NA	0.13392681	
ARC	NA	0.13390873	
TRAC	NA	0.13374323	
TBCEL	NA	0.1336539	
SPA17	NA	0.13350348	
LIPC-AS1	NA	0.1334873	
JAK2	NA	0.13333696	
ZFP3	NA	0.1332728	
GPAT3	NA	0.1332372	
COLEC11	NA	0.1331825	
GPD1	NA	0.1330259	
BCAR4	NA	0.13282159	
LINC01106	NA	0.13274722	
MROH2A	NA	0.1325985	
TATDN3	NA	0.13246226	
KLLN	NA	0.13237494	
INCENP	NA	0.13236587	
LRIG1	NA	0.13231742	
NCEH1	NA	0.13229005	
NOG	NA	0.13224912	
TRPV6	NA	0.13213348	
GAS1	NA	0.13212597	
LOC339666	NA	0.13209453	
LINC02809	NA	0.13204694	
TRAPPC6B	NA	0.13203439	
LRP11	NA	0.13198158	
GRM6	NA	0.13197598	
RNPC3	NA	0.13192606	
GNB3	NA	0.13170388	
LOC101928107	NA	0.13166101	
ZCCHC8	NA	0.13152462	
PMAIP1	NA	0.13142858	
LOC100507053	NA	0.131357	
MYO1C	NA	0.13124241	
GASK1A	NA	0.13114056	
NEAT1	NA	0.13100745	
LRRC17	NA	0.13071069	
LIN54	NA	0.13047041	
TMEM175	NA	0.13043351	
ATF2	NA	0.13037074	
TNIP3	NA	0.13030544	
SOCS3	NA	0.13025154	
LACTB2	NA	0.13024974	
ST3GAL6	NA	0.13016573	
PROSER3	NA	0.13011341	
PSORS1C2	NA	0.13007778	
PHOSPHO2	NA	0.13006552	
GRHL1	NA	0.1300416	
XDH	NA	0.12999962	
CREBL2	NA	0.12995899	
TREH	NA	0.12991633	
INSR	NA	0.1298633	
PCBD2	NA	0.12985578	
MYO10	NA	0.12985383	
H2BC10	NA	0.12978207	
TEX26	NA	0.12971048	
MR1	NA	0.12963977	
VPS37D	NA	0.1296388	
H2BC21	NA	0.1295933	
TLCD5	NA	0.12942061	
FSTL5	NA	0.12940611	
IL1RL2	NA	0.12923263	
SMIM14	NA	0.1291216	
ZNF626	NA	0.12909283	
SNHG10	NA	0.12907453	
TEX14	NA	0.12906034	
ZBED5-AS1	NA	0.12901522	
GORAB	NA	0.12898965	
SMIM17	NA	0.12889948	
MPP7	NA	0.12885736	
PSORS1C3	NA	0.12884533	
ARID4A	NA	0.12879793	
NPAP1	NA	0.12878492	
GCHFR	NA	0.12870616	
PMFBP1	NA	0.12861015	
TYW5	NA	0.12812121	
TNFSF14	NA	0.12806684	
C15orf65	NA	0.12806353	
IBA57	NA	0.12803634	
USP4	NA	0.12795915	
STK11IP	NA	0.12788208	
TDRD1	NA	0.12779422	
SAMD4A	NA	0.12779136	
UBE2W	NA	0.12767932	
FSBP	NA	0.12754309	
SGPP2	NA	0.12751886	
CEP57L1	NA	0.12736191	
HABP2	NA	0.12721562	
FAM118A	NA	0.12721296	
CLIC4	NA	0.12711404	
SPPL2B	NA	0.12710185	
SNX16	NA	0.12698159	
IRAG2	NA	0.12669107	
ART4	NA	0.12649925	
SNORD3B-1	NA	0.12648056	
LINC02837	NA	0.12646724	
MIOS-DT	NA	0.12641208	
STC2	NA	0.12631369	
IFI27L1	NA	0.12627405	
HTR7	NA	0.1262687	
NLN	NA	0.12623025	
NNT-AS1	NA	0.12616049	
NT5M	NA	0.12614022	
MUC13	NA	0.12613893	
RPS2P45	NA	0.12602986	
FBXO16	NA	0.12602708	
CRLF1	NA	0.12591597	
SPANXA1	NA	0.1258714	
RNASE4	NA	0.12585904	
COPZ2	NA	0.1258103	
CALCR	NA	0.12575316	
PCDHB9	NA	0.125753	
GLIS3	NA	0.12572667	
YIPF4	NA	0.12565364	
PPM1F-AS1	NA	0.12562917	
LOC101927420	NA	0.1255095	
LOC101928068	NA	0.1254881	
ZNF396	NA	0.12544876	
H2BC15	NA	0.12544012	
KRBA2	NA	0.12537944	
MAN1B1-DT	NA	0.1253265	
