NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	97	-0.36003056	-1.3783598	0.044630405	0.074890964	0.647	4592	tags=28%, list=22%, signal=35%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	200	-0.31071088	-1.3238052	0.028608583	0.11740152	0.813	5526	tags=32%, list=26%, signal=43%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	199	-0.31189874	-1.3156241	0.03303685	0.11892877	0.839	5806	tags=39%, list=28%, signal=53%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	200	-0.30915654	-1.295448	0.047496792	0.13596655	0.896	5605	tags=36%, list=27%, signal=49%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	200	-0.30234495	-1.2774504	0.053108808	0.15204214	0.93	7700	tags=42%, list=37%, signal=65%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	200	-0.29854763	-1.2589809	0.06691919	0.16963217	0.955	3583	tags=24%, list=17%, signal=29%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		200	-0.29327878	-1.2366632	0.0694259	0.19372377	0.977	4676	tags=31%, list=22%, signal=40%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		104	-0.317916	-1.2342553	0.12390671	0.18895103	0.979	4577	tags=27%, list=22%, signal=34%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		200	-0.2768264	-1.1796725	0.14450128	0.2732847	0.996	3596	tags=26%, list=17%, signal=32%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		158	-0.28080484	-1.1537566	0.17015707	0.31880087	1.0	5714	tags=34%, list=27%, signal=47%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		200	-0.2740163	-1.1489443	0.19383825	0.31663486	1.0	5543	tags=30%, list=26%, signal=40%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		138	-0.27810955	-1.1232537	0.2433155	0.35981694	1.0	7025	tags=39%, list=34%, signal=58%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		200	-0.26249093	-1.1136873	0.25540024	0.36974338	1.0	4717	tags=26%, list=23%, signal=34%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		156	-0.25713953	-1.0617377	0.29815304	0.48166236	1.0	5163	tags=26%, list=25%, signal=34%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		200	-0.24894834	-1.0490648	0.36150846	0.49815682	1.0	5897	tags=31%, list=28%, signal=42%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		135	-0.26407385	-1.0461774	0.37317398	0.48934063	1.0	6554	tags=38%, list=31%, signal=55%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		200	-0.24706136	-1.0406504	0.36641222	0.48639357	1.0	2965	tags=19%, list=14%, signal=22%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		87	-0.2637565	-1.0062927	0.42571428	0.5594617	1.0	4064	tags=25%, list=19%, signal=31%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		74	-0.2636336	-0.9703849	0.49857953	0.63644713	1.0	5898	tags=41%, list=28%, signal=56%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		36	-0.3016704	-0.95645607	0.53666145	0.65383565	1.0	3227	tags=25%, list=15%, signal=30%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		100	-0.22962919	-0.88119435	0.70985913	0.8296547	1.0	3393	tags=17%, list=16%, signal=20%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		150	-0.2073866	-0.85791296	0.7902571	0.8620926	1.0	8025	tags=39%, list=38%, signal=63%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		144	-0.19881341	-0.8085445	0.87858117	0.9410272	1.0	2061	tags=10%, list=10%, signal=11%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	-0.2386793	-0.7878463	0.8211009	0.9485565	1.0	4059	tags=25%, list=19%, signal=31%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		105	-0.19205727	-0.75293946	0.9216216	0.96439105	1.0	2213	tags=12%, list=11%, signal=14%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		96	-0.18994248	-0.73078364	0.9463277	0.9587424	1.0	5656	tags=21%, list=27%, signal=28%	
