NAME	TITLE	SCORE	
LINC00458	NA	0.32320988	
RAD51-AS1	NA	0.32316247	
DDR2	NA	0.3230234	
GOT1L1	NA	0.32276282	
IRF6	NA	0.32262287	
PPP1R14C	NA	0.3225146	
P2RY13	NA	0.32122937	
KCNH7	NA	0.3211552	
CCDC144B	NA	0.3210069	
LINC00032	NA	0.3209062	
LOC105371622	NA	0.32042122	
MMP19	NA	0.31982067	
EVA1A	NA	0.31953973	
PPDPFL	NA	0.31947184	
CDKN2B-AS1	NA	0.31932196	
LINC02535	NA	0.31924412	
HOXA1	NA	0.31908277	
LOC101928940	NA	0.3187219	
SLC11A1	NA	0.3177998	
GPX2	NA	0.31775072	
RASGRF1	NA	0.31745532	
LOC100506406	NA	0.31713328	
LINC00550	NA	0.31649408	
IGF2BP2	NA	0.31632382	
VIPR1	NA	0.31473938	
PLAC4	NA	0.3145888	
LINC00466	NA	0.3144552	
ZNF532	NA	0.31440842	
LINC02842	NA	0.31429183	
EREG	NA	0.3133411	
SH3GL2	NA	0.31266567	
PGM5-AS1	NA	0.3120735	
MARCHF3	NA	0.31196612	
ITGA2B	NA	0.31194204	
RNF32	NA	0.31187087	
SCD5	NA	0.311283	
NOX4	NA	0.3110107	
HLA-DPB1	NA	0.31070194	
CYP24A1	NA	0.31029138	
PAX5	NA	0.30996934	
NRSN1	NA	0.30974892	
COX6B2	NA	0.30939227	
LOC101928896	NA	0.3090845	
LOC643406	NA	0.30882412	
GTSF1L	NA	0.30859765	
LOC100505685	NA	0.30856657	
ERVW-1	NA	0.3082421	
RAD21-AS1	NA	0.30824015	
MUC19	NA	0.30777296	
GAST	NA	0.30733112	
LRRC38	NA	0.3070403	
MLANA	NA	0.30672705	
SERPINE1	NA	0.3054418	
GABRB2	NA	0.3054246	
LOC101928985	NA	0.30464298	
CTBP1-DT	NA	0.30458304	
SERPINC1	NA	0.30428046	
RNF144B	NA	0.3042346	
CCDC122	NA	0.30392438	
TPTE	NA	0.30387953	
FAM78B	NA	0.3037249	
KLB	NA	0.30367061	
ANKRD20A5P	NA	0.30319887	
TMEM132E	NA	0.30307046	
LINC01141	NA	0.30268985	
ZNF626	NA	0.30259678	
ERC2-IT1	NA	0.30253503	
LOC101927609	NA	0.30236474	
RTL5	NA	0.30164042	
A2MP1	NA	0.30139738	
ATP2B2	NA	0.30136296	
FMO2	NA	0.30132216	
ACAN	NA	0.30126452	
SERPINA10	NA	0.30107167	
SERPINA3	NA	0.30083948	
CXCL8	NA	0.300698	
CD200	NA	0.30051154	
LRIF1	NA	0.3004852	
GAGE12I	NA	0.30047658	
LINC00919	NA	0.30019858	
NEGR1-IT1	NA	0.299979	
GSTA3	NA	0.2999683	
KLK11	NA	0.29963112	
MOV10L1	NA	0.29897913	
ZNF80	NA	0.29882035	
LINC02606	NA	0.2985828	
EDRF1-DT	NA	0.29851377	
SPATA41	NA	0.29847136	
MUC5AC	NA	0.29842967	
MDH1B	NA	0.29817477	
ABCG2	NA	0.29774153	
F13A1	NA	0.2971331	
CREB5	NA	0.29698822	
SERPINB2	NA	0.29681408	
GLYATL1	NA	0.29677942	
MAPK10-AS1	NA	0.29674846	
TENT5A	NA	0.2960406	
FAM153A	NA	0.29587972	
ALK	NA	0.29512167	
LINC00934	NA	0.29492185	
CHRNB3	NA	0.29490104	
TCEAL7	NA	0.29485318	
SCN11A	NA	0.2947638	
KANSL1L-AS1	NA	0.29459393	
COL6A6	NA	0.29442894	
BOLL	NA	0.29437307	
PTPRZ1	NA	0.29422617	
NPY6R	NA	0.2942081	
SMPDL3A	NA	0.29410183	
DAPK1	NA	0.29407406	
DLGAP1-AS3	NA	0.29383036	
FBXO36	NA	0.29374337	
LINC00494	NA	0.29374188	
CP	NA	0.2935682	
FCHO2	NA	0.29344487	
FCRLA	NA	0.29339233	
SVEP1	NA	0.29278445	
DNAH3	NA	0.2924521	
LOC101927446	NA	0.29241017	
GALNTL6	NA	0.29231304	
FRRS1	NA	0.2923052	
ADAM12	NA	0.2922905	
RFX6	NA	0.29223958	
NMNAT2	NA	0.2920841	
APOC1	NA	0.29203928	
DSG2-AS1	NA	0.29199103	
ESRP1	NA	0.29189783	
PLPPR5	NA	0.29171023	
APCDD1L-DT	NA	0.2911791	
TNFAIP6	NA	0.29116914	
LOC101927131	NA	0.29112217	
TMPRSS11B	NA	0.29080746	
BASP1	NA	0.29079893	
FAM217A	NA	0.29077578	
ZNF285	NA	0.29056308	
MIR124-1HG	NA	0.29051295	
OR8G1	NA	0.29042068	
RNF185-AS1	NA	0.2904013	
ZNF844	NA	0.29009193	
APOL5	NA	0.29004046	
TRAPPC3L	NA	0.28992164	
IQUB	NA	0.28919592	
NBAT1	NA	0.28910136	
GAGE6	NA	0.28901756	
LINC02223	NA	0.2884129	
B4GALT6	NA	0.28824294	
EGFEM1P	NA	0.28821614	
LINC01149	NA	0.28815413	
LAMC1	NA	0.28811	
DUOX1	NA	0.28768295	
MYORG	NA	0.28753254	
FLG-AS1	NA	0.2870963	
SLC29A4	NA	0.28672162	
LOC101929172	NA	0.28663385	
LOC541473	NA	0.28656968	
LOC642696	NA	0.28629094	
TEAD3	NA	0.2860932	
CECR9	NA	0.28608167	
LINC01549	NA	0.28584817	
BMPR1B	NA	0.2854552	
DPPA4	NA	0.28486666	
HSF5	NA	0.28454688	
LOC101929550	NA	0.28423113	
ALDOAP2	NA	0.28406873	
LINC02544	NA	0.2840277	
PSLNR	NA	0.2839797	
SCML4	NA	0.28369385	
LOC101927552	NA	0.28365672	
PGM5P2	NA	0.28340948	
KRTAP9-2	NA	0.28301513	
PPP1R9A	NA	0.2828598	
TAAR2	NA	0.2824088	
KDM4D	NA	0.28234518	
ACKR4	NA	0.2820792	
C15orf54	NA	0.28169957	
KIAA1522	NA	0.2816456	
OR5H1	NA	0.2812595	
TTTY5	NA	0.28115445	
LINC00607	NA	0.27981544	
LINC01592	NA	0.2795397	
IFNA4	NA	0.27938378	
CEBPA	NA	0.27935243	
IFNA14	NA	0.2791848	
MANSC1	NA	0.2790257	
LINC01599	NA	0.27845103	
FAM87A	NA	0.2783349	
LDHAL6A	NA	0.27770466	
SPP1	NA	0.27765644	
L3MBTL4-AS1	NA	0.2774351	
MAGI2	NA	0.27703464	
HCG4B	NA	0.27686754	
TINAGL1	NA	0.27685356	
ABCC13	NA	0.27665457	
GSN	NA	0.27608967	
LOC100289333	NA	0.27600947	
PSG3	NA	0.2758347	
C17orf78	NA	0.2756479	
SLC7A11-AS1	NA	0.27547285	
LINC02135	NA	0.275395	
SNORA71B	NA	0.27504167	
LINC01106	NA	0.27483192	
LOC105375172	NA	0.27474275	
LINC02591	NA	0.2747423	
CORO2B	NA	0.27462316	
IL36RN	NA	0.27452585	
TM4SF1	NA	0.27444723	
DSCAM-AS1	NA	0.2742521	
NPHS2	NA	0.2741543	
TDRP	NA	0.27413493	
DAPP1	NA	0.27402514	
FGF7	NA	0.27377507	
PRKG2	NA	0.27371392	
CAV1	NA	0.27360618	
TPGS1	NA	0.27359676	
WARS2-AS1	NA	0.27358854	
LOC101929116	NA	0.2734493	
LINC02026	NA	0.27342135	
NAALADL1	NA	0.27306432	
PIRT	NA	0.27302596	
LOC101929148	NA	0.27267486	
DANT2	NA	0.27232504	
LINC00572	NA	0.27231222	
CDK15	NA	0.27196258	
TAT	NA	0.27096003	
SLC16A12-AS1	NA	0.27095464	
S100A7A	NA	0.27090138	
SFRP1	NA	0.27077228	
TMEM198	NA	0.27076405	
YAP1	NA	0.27075642	
SPINK6	NA	0.27060425	
GABRG1	NA	0.2705754	
GBGT1	NA	0.2702759	
NAV2	NA	0.2702508	
ZBTB20-AS1	NA	0.27013898	
NXPE1	NA	0.26995495	
SGMS2	NA	0.26988482	
AGTR1	NA	0.26949	
KLRK1	NA	0.26936275	
CRNN	NA	0.26914847	
DPPA2	NA	0.26912478	
GLYATL2	NA	0.26911235	
MYRIP	NA	0.26892287	
ARFGEF3	NA	0.26870218	
SIGLEC15	NA	0.26831707	
TNFSF15	NA	0.2682745	
LLGL2	NA	0.2681849	
UVRAG-DT	NA	0.26791716	
STK32A	NA	0.26781863	
TLL1	NA	0.26763672	
NSMCE1-DT	NA	0.26758662	
TNFSF13B	NA	0.26755396	
LINC02431	NA	0.26752126	
SLC39A2	NA	0.2673283	
TMEM132B	NA	0.267237	
C1orf105	NA	0.26707086	
H2BC21	NA	0.26699042	
NPY5R	NA	0.2669754	
ADAMTS15	NA	0.26671648	
ERVH-1	NA	0.2666232	
SLC32A1	NA	0.26637998	
HEY1	NA	0.26634303	
PKIB	NA	0.26593652	
LINC00687	NA	0.2658306	
LOC101927069	NA	0.26564476	
LOC105377458	NA	0.26564324	
GMDS-DT	NA	0.26563308	
BMPER	NA	0.26560587	
EFR3B	NA	0.26558104	
CEACAM5	NA	0.26539335	
AZIN2	NA	0.26533857	
CCDC144CP	NA	0.2650026	
LINC01343	NA	0.26463133	
FAR2P1	NA	0.26425937	
SBSPON	NA	0.2642469	
PTGR1	NA	0.26400572	
RNF215	NA	0.26396617	
DSC2	NA	0.26393953	
IL6R	NA	0.2639303	
IFNA7	NA	0.2636072	
SELP	NA	0.26353887	
DDIT4L	NA	0.26351556	
LOC100289495	NA	0.26330003	
MICAL3	NA	0.26291952	
LINC01924	NA	0.2626999	
SLC35G3	NA	0.26267576	
CALHM1	NA	0.26234	
FAM153B	NA	0.2622721	
CCDC151	NA	0.26204884	
LINC00824	NA	0.26191384	
LIPG	NA	0.2616948	
STAU2-AS1	NA	0.2616323	
ECRG4	NA	0.2615181	
NELL1	NA	0.26136783	
LINC01516	NA	0.26119217	
ZC3H7B	NA	0.26106027	
LINC02241	NA	0.26101124	
FKSG49	NA	0.26096833	
C17orf77	NA	0.2608562	
PSG5	NA	0.26066977	
LINC01922	NA	0.2602144	
ADAM33	NA	0.26014975	
PRB1	NA	0.26010907	
DEFB103B	NA	0.2598686	
GATA6-AS1	NA	0.25982437	
LOC101927166	NA	0.25968614	
LINC02743	NA	0.25967738	
DIRC1	NA	0.25955513	
LINC00648	NA	0.25931704	
NOS1AP	NA	0.25915346	
TF	NA	0.25913125	
RHD	NA	0.25877032	
LINC02011	NA	0.25862187	
SLC25A16	NA	0.25853002	
CDH12	NA	0.25842485	
LINC01689	NA	0.25842392	
REG1CP	NA	0.2583708	
ZNF385D	NA	0.25836504	
COLEC12	NA	0.25832984	
RASEF	NA	0.25818935	
LRRC4C	NA	0.25799328	
LSMEM2	NA	0.25796208	
TENM2	NA	0.25791648	
EBF2	NA	0.25772956	
MEF2C	NA	0.25744525	
LINC01018	NA	0.25738394	
LOC338694	NA	0.25736386	
HAPLN4	NA	0.257299	
LOC100506974	NA	0.25728875	
TEX48	NA	0.25721946	
DEPTOR	NA	0.2571023	
THNSL2	NA	0.25690812	
KIR3DX1	NA	0.25688595	
NIPAL4	NA	0.2565386	
TMEM67	NA	0.25650743	
TFAP2B	NA	0.25638083	
ATP6V0D2	NA	0.25635663	
LINC00993	NA	0.2561726	
GLT8D2	NA	0.25612274	
ADAMTS20	NA	0.25603256	
CLEC10A	NA	0.25598904	
PYGO1	NA	0.25593978	
IHO1	NA	0.25579908	
ASB17	NA	0.25569713	
LINC00052	NA	0.2556935	
MCM3AP	NA	0.2555286	
LIPJ	NA	0.2555282	
MEG8	NA	0.2552031	
ADAM29	NA	0.25509107	
ANKRD36C	NA	0.25482038	
KIAA1217	NA	0.25458834	
LINC00836	NA	0.25455078	
ADGRG5	NA	0.2542742	
ENAM	NA	0.25407168	
FANCD2OS	NA	0.2540559	
BANK1	NA	0.25402424	
LINC02502	NA	0.25396273	
SLC6A5	NA	0.25380322	
GUCA2B	NA	0.25374386	
LINC01137	NA	0.25369284	
JAKMIP2-AS1	NA	0.25368625	
GPR82	NA	0.25356978	
CDYL2	NA	0.2535327	
D21S2088E	NA	0.25339314	
CAMSAP2	NA	0.25331295	
RBMY1A1	NA	0.2531908	
PPIC	NA	0.25292432	
CDC42EP3	NA	0.2528373	
LOC101929762	NA	0.25283262	
LOC101928306	NA	0.2528236	
LOC105372520	NA	0.252753	
TRIM49	NA	0.25269583	
LINC01346	NA	0.25252458	
OR1J2	NA	0.25241572	
RELN	NA	0.25223985	
C21orf91-OT1	NA	0.25211877	
CCSER1	NA	0.25195977	
LINC00328	NA	0.25174332	
LZTS3	NA	0.25170645	
SCUBE3	NA	0.2516289	
TTC21A	NA	0.25158396	
GGT5	NA	0.2513958	
DNAH9	NA	0.25138074	
LINC02297	NA	0.25120464	
PTCSC1	NA	0.25116065	
ZNF876P	NA	0.2506494	
FRK	NA	0.25052825	
ZNF747	NA	0.2502075	
CFAP70	NA	0.2501825	
KLHDC8A	NA	0.25014442	
SMCO3	NA	0.2500884	
SLC1A6	NA	0.24995613	
ADAD1	NA	0.24986708	
SYT12	NA	0.24984631	
RGMB-AS1	NA	0.249708	
WDR87BP	NA	0.24968146	
KRTAP1-5	NA	0.24964944	
HMGCS2	NA	0.24961992	
LYVE1	NA	0.24954343	
LOC100505851	NA	0.24948846	
KIR2DL5A	NA	0.24933961	
TNC	NA	0.2493225	
LOC284600	NA	0.24906935	
LINC00703	NA	0.24889168	
CDC42BPG	NA	0.2487721	
CNBD2	NA	0.24865781	
SPRR1A	NA	0.24862936	
CRISPLD1	NA	0.24857572	
LINC00477	NA	0.2484725	
NAT16	NA	0.2484704	
SSTR2	NA	0.2484204	
ERN2	NA	0.24831279	
ADAMTS5	NA	0.24822539	
CSF2	NA	0.24817419	
FAM205C	NA	0.24809717	
ANK1	NA	0.24787101	
C7	NA	0.24777198	
GSTM4	NA	0.2477082	
OR52A1	NA	0.24752368	
LHFPL3-AS1	NA	0.24742544	
RGPD4-AS1	NA	0.24738339	
KRT17	NA	0.24727999	
MC1R	NA	0.24716845	
RPS6KA2	NA	0.24690384	
GH2	NA	0.24651556	
CFB	NA	0.24625584	
PGLYRP4	NA	0.24623142	
TAS2R7	NA	0.2461141	
LINC02525	NA	0.24606447	
ZNF300P1	NA	0.24573281	
LECT2	NA	0.2456099	
MAGEA5	NA	0.24559456	
P4HA3	NA	0.24548018	
LINC01838	NA	0.24540412	
LINC02060	NA	0.24533884	
AREG	NA	0.24516495	
LINC02140	NA	0.245126	
TRPC4	NA	0.24510297	
SDCBP2-AS1	NA	0.24509653	
TSSK4	NA	0.24507238	
SYT16	NA	0.24505554	
ARHGAP29	NA	0.24501714	
TSACC	NA	0.24497968	
ARHGAP24	NA	0.2448638	
CD36	NA	0.24485524	
LOC100506274	NA	0.24485122	
LOC100419741	NA	0.24480413	
STAC	NA	0.24472943	
ISL1	NA	0.2446042	
LOC100506497	NA	0.24454895	
DLX6-AS1	NA	0.24452847	
NEUROD1	NA	0.24438888	
ARL4D	NA	0.24421383	
UBXN10	NA	0.24420442	
SCHIP1	NA	0.24411352	
OR5I1	NA	0.24377996	
ACTR3BP2	NA	0.24374636	
DPY19L2P3	NA	0.2436245	
FAM110B	NA	0.24355078	
F7	NA	0.24342358	
PCAT19	NA	0.24292912	
SSX4	NA	0.24239425	
TAS2R45	NA	0.24224323	
HFE	NA	0.2420701	
PAQR9	NA	0.24205801	
ZNF552	NA	0.24176908	
GAGE7	NA	0.24153112	
ATP6V1G3	NA	0.24149841	
TTTY13	NA	0.24140218	
LINC00705	NA	0.24132766	
TTTY1	NA	0.24132004	
LINC00593	NA	0.24129301	
NT5C1B	NA	0.2411207	
NR1H4	NA	0.24109152	
PPM1F-AS1	NA	0.24107747	
MCOLN3	NA	0.24102932	
FILIP1	NA	0.24089156	
GRM5	NA	0.24045892	
LINC01189	NA	0.2402888	
TNR	NA	0.2402433	
CLEC4GP1	NA	0.24013801	
LAMB1	NA	0.24009936	
TDRD1	NA	0.24006414	
ABHD1	NA	0.240041	
C9orf135	NA	0.23982699	
GALNT12	NA	0.23968035	
GDA	NA	0.23966517	
ST6GALNAC1	NA	0.23964156	
FBXO30-DT	NA	0.23956712	
OR7E24	NA	0.23953255	
GDF10	NA	0.23942144	
GPR37L1	NA	0.23933187	
LINC00472	NA	0.23926324	
ELF3	NA	0.23925795	
ANPEP	NA	0.23913632	
LRRC15	NA	0.23903188	
LURAP1L	NA	0.23899147	
ARG2	NA	0.23893139	
LOC101060400	NA	0.23884583	
SSTR5-AS1	NA	0.2386586	
KRT71	NA	0.2386451	
ANKRD55	NA	0.23843111	
LCAL1	NA	0.23841897	
CLEC4E	NA	0.23827143	
NBEAP1	NA	0.23792298	
SIGLEC16	NA	0.23783845	
LY6E-DT	NA	0.23780875	
LOC101930081	NA	0.23773228	
SFTPB	NA	0.23772916	
ANXA8	NA	0.23761737	
KIAA1210	NA	0.23743798	
OR12D3	NA	0.23735686	
AIM2	NA	0.23733974	
LOC100505985	NA	0.23720555	
SLC8A3	NA	0.23720141	
ZFP42	NA	0.2369771	
LOC101928160	NA	0.23684694	
AP5Z1	NA	0.2368164	
OMG	NA	0.23679443	
FNDC1	NA	0.23679176	
GPR84	NA	0.23666114	
CYP2D6	NA	0.23659857	
KIAA1656	NA	0.2365211	
ANKRD36BP2	NA	0.23623414	
KREMEN1	NA	0.2360057	
TMEM125	NA	0.23592101	
LOC100129503	NA	0.23568921	
CRYL1	NA	0.23524973	
HYAL1	NA	0.2350864	
NCS1	NA	0.23498635	
FLRT3	NA	0.23490962	
MALRD1	NA	0.23487906	
TNFAIP8L3	NA	0.23479575	
UGT1A6	NA	0.23476188	
LOC100133920	NA	0.23473518	
ARHGEF15	NA	0.23466717	
ERVV-1	NA	0.2346326	
LOC145845	NA	0.2343931	
PCSK6	NA	0.23437136	
MPP7	NA	0.23436308	
SLC2A12	NA	0.23430772	
FITM1	NA	0.23428206	
S100A9	NA	0.2342407	
ITPK1-AS1	NA	0.23412612	
LOC101929154	NA	0.23411997	
TTC22	NA	0.23407178	
TTTY11	NA	0.2340137	
TMEM252	NA	0.23395962	
LOC101928401	NA	0.23392941	
LOC105374690	NA	0.23383284	
SPACA7	NA	0.2336931	
LOC101928419	NA	0.23366548	
CYP2C19	NA	0.23322591	
LINC02796	NA	0.23320241	
PROP1	NA	0.2331372	
LNC-LBCS	NA	0.23311855	
BABAM2-AS1	NA	0.23311296	
SLC17A8	NA	0.23309839	
MYO5B	NA	0.23287302	
LOC102723380	NA	0.23285638	
LINC01127	NA	0.23260495	
FAM71B	NA	0.23257735	
SYT11	NA	0.23241755	
AIPL1	NA	0.23238482	
MAP3K19	NA	0.23237666	
RRAS	NA	0.23234081	
KRTCAP3	NA	0.23222631	
LOC101927159	NA	0.2321663	
AGR2	NA	0.23215857	
DNAI4	NA	0.2320898	
LSMEM1	NA	0.23201191	
HOXA2	NA	0.23192294	
CST1	NA	0.23155954	
RPRM	NA	0.23136714	
MOXD1	NA	0.23116797	
TSPAN10	NA	0.2310436	
LRRC37A8P	NA	0.23091637	
LINC02673	NA	0.23082341	
TSPO2	NA	0.23081532	
POM121L8P	NA	0.23076189	
FAM162B	NA	0.23060744	
ADH6	NA	0.23056215	
KCTD4	NA	0.23043652	
BCAS4	NA	0.2303178	
EFNB1	NA	0.2301517	
SLC25A53	NA	0.2300739	
RNF207	NA	0.23007031	
SHISA9	NA	0.23000419	
LINC01616	NA	0.22998586	
BEND7	NA	0.2298282	
KLK2	NA	0.2297289	
PCDHGA1	NA	0.2296706	
OR2H1	NA	0.2295732	
LINC00470	NA	0.22954546	
PRB4	NA	0.22946943	
FRMD6-AS1	NA	0.22937584	
ALDOB	NA	0.22918102	
SH2D4A	NA	0.22916701	
FBXL13	NA	0.22910906	
LCN6	NA	0.22910078	
SAXO2	NA	0.22909279	
LINC00518	NA	0.22895777	
ADGRF5	NA	0.22892284	
LOC101928850	NA	0.22861294	
HLA-DPB2	NA	0.22836846	
PLCD3	NA	0.22819088	
LINC02388	NA	0.22816429	
LOC145474	NA	0.22815153	
LINC01139	NA	0.22810642	
EFNA5	NA	0.22810107	
KIZ-AS1	NA	0.22794439	
FOLH1	NA	0.2278722	
KRT18	NA	0.22785993	
LOC101929460	NA	0.22777186	
SOX6	NA	0.22775477	
KIF5A	NA	0.2277508	
LOC101927468	NA	0.22768046	
LOC284912	NA	0.22767134	
SSMEM1	NA	0.22765823	
CYP11B2	NA	0.2276416	
STKLD1	NA	0.22761942	
KRBOX1	NA	0.22733332	
NHSL2	NA	0.2273266	
LINC00396	NA	0.22731191	
LENEP	NA	0.22728334	
CALB1	NA	0.2272825	
LOC105377468	NA	0.2271859	
H1-8	NA	0.22713748	
BTK	NA	0.22702052	
POLR1G	NA	0.22689806	
CRYM	NA	0.22679953	
CBLN1	NA	0.22671811	
LHX2	NA	0.22670037	
BTNL8	NA	0.22667179	
PPP1R26-AS1	NA	0.22652179	
MIR4313	NA	0.22634442	
DLGAP4	NA	0.22631118	
OR4F3	NA	0.22625957	
UBE2U	NA	0.22622265	
LINC00865	NA	0.22597784	
LOC100652768	NA	0.22596319	
LRRC31	NA	0.2259527	
LOC105376166	NA	0.22577897	
RECK	NA	0.22563536	
SH2D1B	NA	0.22545418	
KRT74	NA	0.22524741	
NCR2	NA	0.22515509	
PRSS33	NA	0.2251101	
NGF	NA	0.2249849	
ZNF214	NA	0.2248596	
PARD6A	NA	0.22485754	
ADCY10	NA	0.22485174	
CYP11B1	NA	0.22476739	
C16orf86	NA	0.22468372	
OPHN1	NA	0.22450134	
TLCD4	NA	0.22438984	
WFDC6	NA	0.22427338	
MIR31HG	NA	0.224106	
LYRM4-AS1	NA	0.22388005	
F2RL2	NA	0.22382073	
SORCS2	NA	0.22378202	
RAX2	NA	0.22367334	
RANBP3L	NA	0.22353834	
DYNC2H1	NA	0.223483	
GNG12	NA	0.22336839	
HBG2	NA	0.22308113	
POU5F1P4	NA	0.22294354	
MS4A1	NA	0.22294042	
LOC100506405	NA	0.22284791	
EMP1	NA	0.22282441	
LINC02861	NA	0.22276144	
LINC00671	NA	0.2226753	
B3GALT5-AS1	NA	0.22261907	
CRYAB	NA	0.22242662	
CNTNAP4	NA	0.22227982	
SDC3	NA	0.22223154	
