NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	104	-0.11090998	-1.338764	0.119760476	0.22789983	0.975	4739	tags=34%, list=23%, signal=43%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	200	-0.08070563	-1.291479	0.17221135	0.2579488	0.986	3773	tags=26%, list=18%, signal=31%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	200	-0.07442936	-1.2012953	0.2446184	0.34156436	0.998	3589	tags=25%, list=17%, signal=29%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		105	-0.090947464	-1.0934389	0.33333334	0.4707928	0.999	3093	tags=24%, list=15%, signal=28%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		200	-0.06408523	-1.0562665	0.3669355	0.5044473	1.0	2442	tags=18%, list=12%, signal=20%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	-0.14726764	-0.980361	0.46421662	0.60716295	1.0	3467	tags=31%, list=17%, signal=37%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		36	-0.12165795	-0.86744857	0.6262626	0.7750541	1.0	2112	tags=22%, list=10%, signal=25%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		135	-0.06199333	-0.8135725	0.687251	0.8344103	1.0	9883	tags=53%, list=47%, signal=100%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		138	-0.05915495	-0.806775	0.72349274	0.81334	1.0	18959	tags=96%, list=91%, signal=1008%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		112	-0.057880573	-0.7386813	0.812749	0.88603586	1.0	9269	tags=50%, list=44%, signal=89%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		199	-0.044625506	-0.7353274	0.7874763	0.85923755	1.0	19602	tags=98%, list=94%, signal=1511%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		200	-0.032674957	-0.53732955	0.9815195	1.0	1.0	18281	tags=91%, list=87%, signal=704%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		200	-0.027526515	-0.45160332	1.0	0.9973529	1.0	13884	tags=69%, list=66%, signal=203%	
